Frame ID,QR id,QR 2D,QR 3D
26,1,"[(207.0, 222.0), (269.0, 224.0), (267.0, 284.0), (205.0, 283.0)]","dist: 64.33, yaw: -108.12, pitch: -38.05, roll: 34.66"
27,1,"[(253.0, 244.0), (314.0, 247.0), (313.0, 307.0), (251.0, 304.0)]","dist: 45.83, yaw: 5.12, pitch: 14.62, roll: -97.20"
28,1,"[(338.0, 260.0), (399.0, 260.0), (400.0, 320.0), (340.0, 321.0)]","dist: 54.56, yaw: 33.27, pitch: -62.21, roll: -136.60"
30,1,"[(524.0, 270.0), (591.0, 269.0), (589.0, 332.0), (525.0, 333.0)]","dist: 38.61, yaw: 38.72, pitch: 5.87, roll: 70.66"
31,1,"[(536.0, 267.0), (600.0, 264.0), (602.0, 327.0), (538.0, 327.0)]","dist: 96.12, yaw: -118.61, pitch: -80.67, roll: -57.65"
32,1,"[(569.0, 246.0), (634.0, 244.0), (637.0, 307.0), (575.0, 309.0)]","dist: 90.54, yaw: -156.58, pitch: -29.41, roll: 80.92"
33,1,"[(602.0, 232.0), (666.0, 228.0), (671.0, 291.0), (606.0, 295.0)]","dist: 19.58, yaw: 161.60, pitch: -65.81, roll: -156.47"
34,1,"[(645.0, 240.0), (709.0, 236.0), (714.0, 300.0), (649.0, 303.0)]","dist: 6.94, yaw: 167.63, pitch: -78.59, roll: -66.50"
35,1,"[(681.0, 256.0), (745.0, 251.0), (751.0, 317.0), (686.0, 319.0)]","dist: 10.08, yaw: 111.02, pitch: 88.19, roll: 14.22"
36,1,"[(680.0, 289.0), (743.0, 286.0), (750.0, 349.0), (685.0, 352.0)]","dist: 1.82, yaw: -70.34, pitch: -31.98, roll: 104.66"
37,1,"[(708.0, 320.0), (771.0, 315.0), (780.0, 376.0), (714.0, 382.0)]","dist: 9.44, yaw: -144.84, pitch: 55.78, roll: -65.25"
38,1,"[(706.0, 310.0), (769.0, 304.0), (776.0, 366.0), (712.0, 371.0)]","dist: 68.30, yaw: 66.32, pitch: -44.16, roll: 45.32"
41,1,"[(684.0, 292.0), (744.0, 288.0), (751.0, 349.0), (690.0, 353.0)]","dist: 84.49, yaw: -1.74, pitch: 17.21, roll: -96.13"
42,1,"[(676.0, 305.0), (735.0, 300.0), (741.0, 359.0), (682.0, 363.0)]","dist: 2.33, yaw: -167.62, pitch: -5.12, roll: -171.22"
43,1,"[(658.0, 320.0), (716.0, 316.0), (721.0, 373.0), (664.0, 377.0)]","dist: 81.45, yaw: 147.36, pitch: -15.87, roll: 133.24"
44,1,"[(642.0, 323.0), (699.0, 320.0), (703.0, 376.0), (646.0, 379.0)]","dist: 28.19, yaw: -86.84, pitch: -27.20, roll: -172.34"
45,1,"[(622.0, 326.0), (677.0, 326.0), (680.0, 380.0), (624.0, 381.0)]","dist: 11.82, yaw: 58.51, pitch: 77.32, roll: 134.89"
47,1,"[(576.0, 276.0), (628.0, 276.0), (629.0, 325.0), (575.0, 328.0)]","dist: 62.89, yaw: 7.22, pitch: 83.70, roll: 158.06"
48,1,"[(532.0, 262.0), (584.0, 260.0), (588.0, 310.0), (535.0, 312.0)]","dist: 87.75, yaw: 16.82, pitch: -67.63, roll: 107.56"
49,1,"[(508.0, 262.0), (559.0, 261.0), (561.0, 311.0), (510.0, 314.0)]","dist: 73.51, yaw: -113.45, pitch: 41.56, roll: 179.26"
56,1,"[(147.0, 245.0), (198.0, 244.0), (196.0, 289.0), (143.0, 289.0)]","dist: 41.26, yaw: -148.14, pitch: -64.84, roll: 174.27"
62,17,"[(880.0, 316.0), (830.0, 301.0), (881.0, 296.0), (886.0, 308.0)]","dist: 42.90, yaw: 118.35, pitch: 29.74, roll: -140.23"
65,1,"[(381.0, 269.0), (418.0, 274.0), (413.0, 310.0), (376.0, 304.0)]","dist: 10.31, yaw: 15.37, pitch: 67.90, roll: -73.33"
103,1,"[(343.0, 158.0), (389.0, 161.0), (382.0, 206.0), (336.0, 200.0)]","dist: 70.62, yaw: 3.09, pitch: -18.49, roll: 70.57"
121,1,"[(240.0, 297.0), (293.0, 294.0), (292.0, 351.0), (237.0, 355.0)]","dist: 1.14, yaw: 142.59, pitch: 15.52, roll: -148.68"
122,1,"[(114.0, 295.0), (173.0, 296.0), (171.0, 353.0), (109.0, 353.0)]","dist: 46.87, yaw: -65.52, pitch: 1.06, roll: -32.96"
123,1,"[(101.0, 297.0), (162.0, 296.0), (161.0, 353.0), (96.0, 353.0)]","dist: 5.63, yaw: -140.38, pitch: 20.06, roll: -45.83"
124,1,"[(424.0, 224.0), (479.0, 234.0), (466.0, 291.0), (412.0, 277.0)]","dist: 11.88, yaw: -97.94, pitch: -86.74, roll: -86.49"
125,1,"[(591.0, 182.0), (647.0, 192.0), (632.0, 250.0), (575.0, 239.0)]","dist: 11.75, yaw: -26.24, pitch: 66.98, roll: 80.43"
127,1,"[(597.0, 153.0), (657.0, 158.0), (646.0, 217.0), (588.0, 211.0)]","dist: 74.60, yaw: 129.86, pitch: 11.72, roll: -150.82"
128,1,"[(560.0, 156.0), (619.0, 158.0), (611.0, 219.0), (553.0, 216.0)]","dist: 58.34, yaw: -177.50, pitch: 35.40, roll: -100.73"
129,1,"[(536.0, 159.0), (599.0, 159.0), (591.0, 220.0), (531.0, 219.0)]","dist: 96.22, yaw: 3.87, pitch: 76.05, roll: 65.97"
131,1,"[(182.0, 253.0), (249.0, 244.0), (255.0, 306.0), (192.0, 317.0)]","dist: 28.57, yaw: -100.04, pitch: -62.54, roll: 126.43"
132,1,"[(180.0, 332.0), (246.0, 330.0), (248.0, 396.0), (180.0, 399.0)]","dist: 86.86, yaw: -136.85, pitch: 13.73, roll: -1.75"
133,1,"[(196.0, 374.0), (265.0, 376.0), (264.0, 442.0), (191.0, 439.0)]","dist: 22.36, yaw: -58.46, pitch: 19.21, roll: -6.99"
134,1,"[(210.0, 489.0), (278.0, 492.0), (271.0, 561.0), (196.0, 554.0)]","dist: 96.32, yaw: 159.45, pitch: -13.66, roll: 33.27"
135,1,"[(184.0, 568.0), (253.0, 576.0), (240.0, 646.0), (166.0, 640.0)]","dist: 1.22, yaw: -63.65, pitch: 42.56, roll: 116.89"
137,1,"[(174.0, 203.0), (245.0, 203.0), (244.0, 270.0), (174.0, 267.0)]","dist: 4.32, yaw: 73.09, pitch: 76.60, roll: 64.09"
158,1,"[(340.0, 427.0), (397.0, 432.0), (390.0, 483.0), (337.0, 479.0)]","dist: 18.81, yaw: -94.45, pitch: 42.75, roll: 87.66"
169,37,"[(232.0, 177.0), (229.0, 173.0), (239.0, 156.0), (240.0, 174.0)]","dist: 68.47, yaw: 32.72, pitch: 23.81, roll: 48.24"
189,1,"[(385.0, 68.0), (419.0, 75.0), (413.0, 111.0), (378.0, 104.0)]","dist: 83.83, yaw: -92.93, pitch: -78.17, roll: -163.53"
190,1,"[(212.0, 152.0), (247.0, 157.0), (243.0, 191.0), (207.0, 189.0)]","dist: 46.87, yaw: -146.48, pitch: 49.59, roll: 133.75"
193,1,"[(3.0, 209.0), (45.0, 213.0), (47.0, 251.0), (6.0, 251.0)]","dist: 5.64, yaw: 47.92, pitch: -10.66, roll: 89.87"
194,1,"[(17.0, 230.0), (58.0, 229.0), (59.0, 266.0), (19.0, 267.0)]","dist: 86.47, yaw: -57.95, pitch: -17.86, roll: -133.17"
200,1,"[(26.0, 78.0), (71.0, 78.0), (75.0, 125.0), (28.0, 127.0)]","dist: 94.48, yaw: 51.13, pitch: -22.80, roll: 97.35"
201,1,"[(47.0, 172.0), (91.0, 176.0), (89.0, 221.0), (47.0, 220.0)]","dist: 84.96, yaw: -149.71, pitch: -41.27, roll: 65.99"
206,1,"[(35.0, 653.0), (81.0, 648.0), (82.0, 696.0), (32.0, 699.0)]","dist: 60.62, yaw: -143.47, pitch: 38.88, roll: -17.50"
208,1,"[(72.0, 455.0), (115.0, 455.0), (115.0, 499.0), (66.0, 497.0)]","dist: 67.17, yaw: -178.18, pitch: -85.12, roll: 106.13"
208,17,"[(536.0, 75.0), (536.0, 92.0), (532.0, 95.0), (532.0, 80.0)]","dist: 67.17, yaw: -178.18, pitch: -85.12, roll: 106.13"
209,1,"[(123.0, 379.0), (165.0, 383.0), (166.0, 423.0), (120.0, 423.0)]","dist: 61.81, yaw: -122.11, pitch: -50.05, roll: 69.73"
210,1,"[(191.0, 299.0), (234.0, 300.0), (235.0, 343.0), (191.0, 343.0)]","dist: 35.82, yaw: 17.54, pitch: -48.41, roll: -100.52"
211,1,"[(250.0, 242.0), (294.0, 241.0), (296.0, 285.0), (253.0, 286.0)]","dist: 11.36, yaw: 69.08, pitch: 30.94, roll: -150.34"
212,1,"[(212.0, 144.0), (255.0, 147.0), (255.0, 193.0), (208.0, 191.0)]","dist: 67.16, yaw: 54.71, pitch: -86.45, roll: 64.98"
213,1,"[(191.0, 52.0), (241.0, 57.0), (241.0, 107.0), (191.0, 103.0)]","dist: 52.03, yaw: -99.26, pitch: -71.26, roll: 55.62"
214,1,"[(179.0, 12.0), (231.0, 14.0), (231.0, 68.0), (180.0, 63.0)]","dist: 77.23, yaw: 76.38, pitch: 53.98, roll: -81.63"
222,1,"[(224.0, 650.0), (287.0, 649.0), (284.0, 705.0), (226.0, 707.0)]","dist: 2.88, yaw: -146.28, pitch: 59.44, roll: -81.28"
223,1,"[(256.0, 637.0), (311.0, 634.0), (311.0, 689.0), (254.0, 694.0)]","dist: 75.51, yaw: -47.62, pitch: -18.51, roll: 174.23"
224,1,"[(237.0, 620.0), (294.0, 616.0), (295.0, 675.0), (237.0, 681.0)]","dist: 62.03, yaw: -84.53, pitch: 30.26, roll: -32.64"
228,1,"[(213.0, 362.0), (271.0, 360.0), (273.0, 415.0), (216.0, 417.0)]","dist: 1.45, yaw: 141.14, pitch: -87.66, roll: -168.79"
229,1,"[(213.0, 331.0), (272.0, 327.0), (274.0, 383.0), (217.0, 385.0)]","dist: 35.06, yaw: 47.21, pitch: -74.61, roll: 54.60"
230,1,"[(229.0, 269.0), (287.0, 266.0), (292.0, 319.0), (235.0, 324.0)]","dist: 58.99, yaw: 106.13, pitch: -52.58, roll: -47.33"
231,1,"[(274.0, 253.0), (331.0, 250.0), (336.0, 304.0), (280.0, 308.0)]","dist: 39.22, yaw: 0.95, pitch: -85.22, roll: 131.17"
232,1,"[(314.0, 206.0), (371.0, 201.0), (378.0, 256.0), (322.0, 261.0)]","dist: 43.75, yaw: 27.69, pitch: -57.34, roll: -9.64"
233,1,"[(280.0, 167.0), (339.0, 160.0), (346.0, 214.0), (288.0, 222.0)]","dist: 90.42, yaw: -2.69, pitch: 14.95, roll: 168.55"
234,1,"[(306.0, 121.0), (364.0, 115.0), (372.0, 175.0), (317.0, 182.0)]","dist: 34.83, yaw: -109.71, pitch: -14.14, roll: -113.21"
235,1,"[(350.0, 123.0), (408.0, 116.0), (416.0, 175.0), (359.0, 182.0)]","dist: 51.40, yaw: 80.08, pitch: 70.68, roll: 132.70"
236,1,"[(400.0, 93.0), (456.0, 84.0), (465.0, 143.0), (410.0, 151.0)]","dist: 78.37, yaw: -78.92, pitch: 57.14, roll: 99.57"
237,1,"[(428.0, 126.0), (483.0, 118.0), (492.0, 175.0), (438.0, 183.0)]","dist: 39.65, yaw: -171.25, pitch: -28.47, roll: 97.53"
238,1,"[(523.0, 216.0), (576.0, 211.0), (583.0, 267.0), (528.0, 271.0)]","dist: 62.21, yaw: 52.37, pitch: -43.30, roll: 124.12"
245,1,"[(648.0, 402.0), (695.0, 400.0), (695.0, 447.0), (649.0, 446.0)]","dist: 45.91, yaw: 154.19, pitch: -11.50, roll: 106.75"
246,1,"[(636.0, 368.0), (682.0, 369.0), (680.0, 415.0), (635.0, 412.0)]","dist: 98.00, yaw: -25.85, pitch: -37.00, roll: -6.65"
247,1,"[(605.0, 374.0), (648.0, 379.0), (647.0, 419.0), (601.0, 418.0)]","dist: 49.26, yaw: 168.00, pitch: 80.72, roll: -137.77"
250,1,"[(441.0, 268.0), (482.0, 274.0), (479.0, 311.0), (439.0, 308.0)]","dist: 24.01, yaw: -74.00, pitch: 66.32, roll: -25.09"
251,1,"[(432.0, 264.0), (471.0, 269.0), (467.0, 307.0), (428.0, 303.0)]","dist: 7.59, yaw: -41.36, pitch: -2.26, roll: -107.81"
253,1,"[(407.0, 297.0), (447.0, 301.0), (442.0, 339.0), (404.0, 336.0)]","dist: 12.80, yaw: -65.91, pitch: 53.97, roll: -156.88"
265,1,"[(465.0, 176.0), (510.0, 185.0), (502.0, 228.0), (458.0, 221.0)]","dist: 16.89, yaw: 86.68, pitch: -40.98, roll: 70.19"
266,1,"[(459.0, 181.0), (504.0, 188.0), (498.0, 233.0), (453.0, 228.0)]","dist: 27.86, yaw: 70.93, pitch: -86.69, roll: 129.64"
267,1,"[(458.0, 179.0), (503.0, 186.0), (497.0, 232.0), (451.0, 227.0)]","dist: 17.70, yaw: 72.89, pitch: 74.57, roll: 100.75"
268,1,"[(418.0, 191.0), (467.0, 199.0), (461.0, 246.0), (412.0, 240.0)]","dist: 8.87, yaw: -50.58, pitch: -68.80, roll: -165.74"
270,1,"[(384.0, 144.0), (440.0, 147.0), (437.0, 202.0), (381.0, 198.0)]","dist: 46.08, yaw: 111.37, pitch: -40.67, roll: -142.23"
271,1,"[(380.0, 155.0), (440.0, 157.0), (436.0, 217.0), (377.0, 213.0)]","dist: 20.63, yaw: 111.64, pitch: 9.75, roll: -92.86"
272,1,"[(373.0, 139.0), (438.0, 142.0), (436.0, 207.0), (370.0, 203.0)]","dist: 36.43, yaw: 132.15, pitch: 27.26, roll: 175.20"
273,1,"[(378.0, 146.0), (448.0, 152.0), (444.0, 223.0), (372.0, 218.0)]","dist: 50.34, yaw: 148.77, pitch: 59.35, roll: -128.70"
274,1,"[(364.0, 176.0), (447.0, 182.0), (440.0, 264.0), (356.0, 258.0)]","dist: 69.04, yaw: 4.08, pitch: -52.84, roll: -0.40"
275,1,"[(347.0, 182.0), (443.0, 191.0), (435.0, 285.0), (340.0, 276.0)]","dist: 3.93, yaw: 0.55, pitch: -88.02, roll: 42.54"
276,1,"[(350.0, 177.0), (451.0, 186.0), (444.0, 287.0), (344.0, 279.0)]","dist: 79.94, yaw: 107.39, pitch: -65.36, roll: 72.89"
277,1,"[(360.0, 193.0), (473.0, 200.0), (466.0, 317.0), (353.0, 309.0)]","dist: 62.79, yaw: 53.99, pitch: 72.00, roll: 21.47"
278,1,"[(336.0, 224.0), (468.0, 230.0), (460.0, 359.0), (328.0, 352.0)]","dist: 8.18, yaw: 72.71, pitch: 67.30, roll: -176.48"
279,1,"[(313.0, 212.0), (471.0, 222.0), (463.0, 377.0), (304.0, 369.0)]","dist: 87.36, yaw: 106.49, pitch: 17.53, roll: -62.47"
280,1,"[(284.0, 226.0), (467.0, 236.0), (456.0, 417.0), (269.0, 407.0)]","dist: 92.09, yaw: 140.40, pitch: 18.09, roll: 6.38"
281,1,"[(245.0, 226.0), (447.0, 239.0), (435.0, 435.0), (231.0, 431.0)]","dist: 6.11, yaw: -58.32, pitch: 29.71, roll: -148.37"
282,1,"[(219.0, 218.0), (434.0, 232.0), (426.0, 444.0), (204.0, 435.0)]","dist: 27.69, yaw: -44.79, pitch: -58.43, roll: -53.77"
283,1,"[(199.0, 208.0), (440.0, 224.0), (431.0, 460.0), (184.0, 451.0)]","dist: 80.62, yaw: -146.17, pitch: 74.59, roll: -168.05"
284,1,"[(216.0, 194.0), (477.0, 212.0), (464.0, 467.0), (198.0, 455.0)]","dist: 74.83, yaw: 28.18, pitch: -14.62, roll: -151.71"
285,1,"[(221.0, 182.0), (475.0, 201.0), (463.0, 449.0), (203.0, 436.0)]","dist: 18.45, yaw: -167.06, pitch: -21.04, roll: -37.11"
286,1,"[(256.0, 180.0), (486.0, 200.0), (471.0, 427.0), (240.0, 411.0)]","dist: 20.93, yaw: -12.38, pitch: 3.41, roll: -132.22"
287,1,"[(288.0, 230.0), (488.0, 245.0), (473.0, 440.0), (272.0, 426.0)]","dist: 37.05, yaw: 15.35, pitch: -81.55, roll: 24.31"
288,1,"[(355.0, 249.0), (511.0, 260.0), (507.0, 421.0), (345.0, 411.0)]","dist: 48.45, yaw: -76.85, pitch: -60.07, roll: 68.21"
289,1,"[(384.0, 251.0), (535.0, 262.0), (522.0, 412.0), (374.0, 399.0)]","dist: 61.83, yaw: 32.70, pitch: 42.85, roll: 108.21"
291,1,"[(408.0, 234.0), (535.0, 247.0), (524.0, 369.0), (396.0, 360.0)]","dist: 46.25, yaw: -166.55, pitch: 18.57, roll: -119.71"
292,1,"[(414.0, 232.0), (525.0, 240.0), (516.0, 349.0), (404.0, 339.0)]","dist: 74.75, yaw: 116.14, pitch: -45.84, roll: -142.36"
293,1,"[(414.0, 238.0), (516.0, 245.0), (509.0, 347.0), (404.0, 339.0)]","dist: 3.67, yaw: -50.33, pitch: -19.93, roll: 49.11"
294,1,"[(428.0, 223.0), (527.0, 231.0), (519.0, 333.0), (420.0, 319.0)]","dist: 25.24, yaw: -134.26, pitch: -38.04, roll: 74.33"
295,1,"[(451.0, 242.0), (543.0, 248.0), (535.0, 341.0), (443.0, 333.0)]","dist: 71.33, yaw: 8.01, pitch: -25.98, roll: -168.63"
297,1,"[(489.0, 301.0), (572.0, 308.0), (563.0, 389.0), (482.0, 382.0)]","dist: 51.17, yaw: -102.30, pitch: -36.52, roll: -161.29"
298,1,"[(487.0, 303.0), (564.0, 307.0), (560.0, 383.0), (483.0, 379.0)]","dist: 53.21, yaw: 44.24, pitch: 11.95, roll: 14.87"
300,1,"[(500.0, 263.0), (569.0, 268.0), (562.0, 335.0), (492.0, 330.0)]","dist: 44.74, yaw: -161.39, pitch: 29.46, roll: 133.55"
302,1,"[(481.0, 266.0), (543.0, 268.0), (539.0, 328.0), (475.0, 328.0)]","dist: 24.25, yaw: 14.63, pitch: 41.86, roll: 108.62"
303,1,"[(488.0, 256.0), (548.0, 259.0), (544.0, 319.0), (484.0, 314.0)]","dist: 26.92, yaw: 49.47, pitch: -51.31, roll: -57.80"
308,1,"[(499.0, 260.0), (547.0, 263.0), (545.0, 306.0), (496.0, 306.0)]","dist: 32.75, yaw: 106.27, pitch: -0.65, roll: 114.23"
309,1,"[(517.0, 264.0), (563.0, 266.0), (560.0, 310.0), (514.0, 309.0)]","dist: 11.98, yaw: -82.50, pitch: 17.43, roll: -17.17"
310,1,"[(523.0, 264.0), (569.0, 265.0), (567.0, 308.0), (522.0, 307.0)]","dist: 89.05, yaw: -21.97, pitch: -29.84, roll: 51.69"
311,1,"[(524.0, 242.0), (567.0, 242.0), (566.0, 284.0), (522.0, 284.0)]","dist: 59.36, yaw: -151.76, pitch: 48.76, roll: 9.50"
312,1,"[(526.0, 223.0), (567.0, 227.0), (566.0, 269.0), (523.0, 271.0)]","dist: 67.91, yaw: -170.87, pitch: -70.81, roll: 83.37"
314,1,"[(493.0, 224.0), (534.0, 222.0), (534.0, 262.0), (495.0, 263.0)]","dist: 49.84, yaw: 120.95, pitch: 41.07, roll: -158.27"
